"","SoortMisdrijf","SoortMisdrijf_label","WijkenEnBuurten","WijkenEnBuurten_label","Perioden","Perioden_Date","Perioden_freq","Perioden_label","GeregistreerdeMisdrijven_1","Gemeentenaam_2","SoortRegio_3"
"1","0.0.0 ","Totaal misdrijven","BU16800000","Annen","2023JJ00",2023-01-01,"Y","2023",58,"Aa en Hunze                   ","Buurt   "
"2","0.0.0 ","Totaal misdrijven","BU16800009","Verspreide huizen Annen","2023JJ00",2023-01-01,"Y","2023",6,"Aa en Hunze                   ","Buurt   "
"3","0.0.0 ","Totaal misdrijven","BU16800100","Eext","2023JJ00",2023-01-01,"Y","2023",21,"Aa en Hunze                   ","Buurt   "
"4","0.0.0 ","Totaal misdrijven","BU16800109","Verspreide huizen Eext","2023JJ00",2023-01-01,"Y","2023",13,"Aa en Hunze                   ","Buurt   "
"5","0.0.0 ","Totaal misdrijven","BU16800200","Anloo","2023JJ00",2023-01-01,"Y","2023",9,"Aa en Hunze                   ","Buurt   "
"6","0.0.0 ","Totaal misdrijven","BU16800209","Verspreide huizen Anloo","2023JJ00",2023-01-01,"Y","2023",3,"Aa en Hunze                   ","Buurt   "
"7","0.0.0 ","Totaal misdrijven","BU16800300","Gasteren","2023JJ00",2023-01-01,"Y","2023",5,"Aa en Hunze                   ","Buurt   "
"8","0.0.0 ","Totaal misdrijven","BU16800309","Verspreide huizen Gasteren","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"9","0.0.0 ","Totaal misdrijven","BU16800400","Anderen","2023JJ00",2023-01-01,"Y","2023",2,"Aa en Hunze                   ","Buurt   "
"10","0.0.0 ","Totaal misdrijven","BU16800409","Verspreide huizen Anderen","2023JJ00",2023-01-01,"Y","2023",4,"Aa en Hunze                   ","Buurt   "
"11","0.0.0 ","Totaal misdrijven","BU16800500","Schipborg","2023JJ00",2023-01-01,"Y","2023",14,"Aa en Hunze                   ","Buurt   "
"12","0.0.0 ","Totaal misdrijven","BU16800509","Verspreide huizen Schipborg","2023JJ00",2023-01-01,"Y","2023",6,"Aa en Hunze                   ","Buurt   "
"13","0.0.0 ","Totaal misdrijven","BU16800600","Eexterveen","2023JJ00",2023-01-01,"Y","2023",7,"Aa en Hunze                   ","Buurt   "
"14","0.0.0 ","Totaal misdrijven","BU16800609","Verspreide huizen Eexterveen","2023JJ00",2023-01-01,"Y","2023",1,"Aa en Hunze                   ","Buurt   "
"15","0.0.0 ","Totaal misdrijven","BU16800700","Spijkerboor","2023JJ00",2023-01-01,"Y","2023",1,"Aa en Hunze                   ","Buurt   "
"16","0.0.0 ","Totaal misdrijven","BU16800709","Verspreide huizen Spijkerboor","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"17","0.0.0 ","Totaal misdrijven","BU16800800","Nieuw-Annerveen","2023JJ00",2023-01-01,"Y","2023",1,"Aa en Hunze                   ","Buurt   "
"18","0.0.0 ","Totaal misdrijven","BU16800809","Verspreide huizen Nieuw-Annerveen","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"19","0.0.0 ","Totaal misdrijven","BU16800900","Oud-Annerveen","2023JJ00",2023-01-01,"Y","2023",1,"Aa en Hunze                   ","Buurt   "
"20","0.0.0 ","Totaal misdrijven","BU16800909","Verspreide huizen Oud-Annerveen","2023JJ00",2023-01-01,"Y","2023",2,"Aa en Hunze                   ","Buurt   "
"21","0.0.0 ","Totaal misdrijven","BU16801100","Annerveenschekanaal","2023JJ00",2023-01-01,"Y","2023",9,"Aa en Hunze                   ","Buurt   "
"22","0.0.0 ","Totaal misdrijven","BU16801109","Verspreide huizen Annerveenschekanaal","2023JJ00",2023-01-01,"Y","2023",3,"Aa en Hunze                   ","Buurt   "
"23","0.0.0 ","Totaal misdrijven","BU16801200","Eexterveenschekanaal","2023JJ00",2023-01-01,"Y","2023",7,"Aa en Hunze                   ","Buurt   "
"24","0.0.0 ","Totaal misdrijven","BU16801209","Verspreide huizen Eexterveenschekanaal","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"25","0.0.0 ","Totaal misdrijven","BU16801300","Eexterzandvoort","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"26","0.0.0 ","Totaal misdrijven","BU16801309","Verspreide huizen Eexterzandvoort","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"27","0.0.0 ","Totaal misdrijven","BU16801400","Gasselte","2023JJ00",2023-01-01,"Y","2023",28,"Aa en Hunze                   ","Buurt   "
"28","0.0.0 ","Totaal misdrijven","BU16801401","Kostvlies","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"29","0.0.0 ","Totaal misdrijven","BU16801409","Verspreide huizen Gasselte","2023JJ00",2023-01-01,"Y","2023",36,"Aa en Hunze                   ","Buurt   "
"30","0.0.0 ","Totaal misdrijven","BU16801500","Gasselternijveen","2023JJ00",2023-01-01,"Y","2023",27,"Aa en Hunze                   ","Buurt   "
"31","0.0.0 ","Totaal misdrijven","BU16801501","Gasselterboerveen","2023JJ00",2023-01-01,"Y","2023",1,"Aa en Hunze                   ","Buurt   "
"32","0.0.0 ","Totaal misdrijven","BU16801509","Verspreide huizen Gasselternijveen","2023JJ00",2023-01-01,"Y","2023",1,"Aa en Hunze                   ","Buurt   "
"33","0.0.0 ","Totaal misdrijven","BU16801600","Gasselternijveenschemond","2023JJ00",2023-01-01,"Y","2023",17,"Aa en Hunze                   ","Buurt   "
"34","0.0.0 ","Totaal misdrijven","BU16801601","Gasselterboerveenschemond","2023JJ00",2023-01-01,"Y","2023",1,"Aa en Hunze                   ","Buurt   "
"35","0.0.0 ","Totaal misdrijven","BU16801609","Verspr.h. Gasselternijveenschemond","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"36","0.0.0 ","Totaal misdrijven","BU16801700","Gieten","2023JJ00",2023-01-01,"Y","2023",148,"Aa en Hunze                   ","Buurt   "
"37","0.0.0 ","Totaal misdrijven","BU16801709","Verspreide huizen Gieten","2023JJ00",2023-01-01,"Y","2023",13,"Aa en Hunze                   ","Buurt   "
"38","0.0.0 ","Totaal misdrijven","BU16801800","Gieterveen","2023JJ00",2023-01-01,"Y","2023",9,"Aa en Hunze                   ","Buurt   "
"39","0.0.0 ","Totaal misdrijven","BU16801801","Bonnerveen","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"40","0.0.0 ","Totaal misdrijven","BU16801802","Nieuwediep","2023JJ00",2023-01-01,"Y","2023",8,"Aa en Hunze                   ","Buurt   "
"41","0.0.0 ","Totaal misdrijven","BU16801809","Verspreide huizen Gieterveen","2023JJ00",2023-01-01,"Y","2023",14,"Aa en Hunze                   ","Buurt   "
"42","0.0.0 ","Totaal misdrijven","BU16801900","Rolde","2023JJ00",2023-01-01,"Y","2023",99,"Aa en Hunze                   ","Buurt   "
"43","0.0.0 ","Totaal misdrijven","BU16801901","Ballo","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"44","0.0.0 ","Totaal misdrijven","BU16801902","Nijlande","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"45","0.0.0 ","Totaal misdrijven","BU16801903","Deurze","2023JJ00",2023-01-01,"Y","2023",1,"Aa en Hunze                   ","Buurt   "
"46","0.0.0 ","Totaal misdrijven","BU16801908","Verspreide huizen Nooitgedacht","2023JJ00",2023-01-01,"Y","2023",35,"Aa en Hunze                   ","Buurt   "
"47","0.0.0 ","Totaal misdrijven","BU16801909","Verspreide huizen Rolde","2023JJ00",2023-01-01,"Y","2023",6,"Aa en Hunze                   ","Buurt   "
"48","0.0.0 ","Totaal misdrijven","BU16802000","Grolloo","2023JJ00",2023-01-01,"Y","2023",8,"Aa en Hunze                   ","Buurt   "
"49","0.0.0 ","Totaal misdrijven","BU16802001","Schoonloo","2023JJ00",2023-01-01,"Y","2023",1,"Aa en Hunze                   ","Buurt   "
"50","0.0.0 ","Totaal misdrijven","BU16802008","Verspreide huizen Papenvoort","2023JJ00",2023-01-01,"Y","2023",5,"Aa en Hunze                   ","Buurt   "
"51","0.0.0 ","Totaal misdrijven","BU16802009","Verspreide huizen Grolloo","2023JJ00",2023-01-01,"Y","2023",12,"Aa en Hunze                   ","Buurt   "
"52","0.0.0 ","Totaal misdrijven","BU16802100","Ekehaar","2023JJ00",2023-01-01,"Y","2023",2,"Aa en Hunze                   ","Buurt   "
"53","0.0.0 ","Totaal misdrijven","BU16802101","Amen","2023JJ00",2023-01-01,"Y","2023",1,"Aa en Hunze                   ","Buurt   "
"54","0.0.0 ","Totaal misdrijven","BU16802109","Verspreide huizen Ekehaar","2023JJ00",2023-01-01,"Y","2023",8,"Aa en Hunze                   ","Buurt   "
"55","0.0.0 ","Totaal misdrijven","BU03580000","Centrum","2023JJ00",2023-01-01,"Y","2023",174,"Aalsmeer                      ","Buurt   "
"56","0.0.0 ","Totaal misdrijven","BU03580001","Stommeer","2023JJ00",2023-01-01,"Y","2023",254,"Aalsmeer                      ","Buurt   "
"57","0.0.0 ","Totaal misdrijven","BU03580004","Hornmeer","2023JJ00",2023-01-01,"Y","2023",154,"Aalsmeer                      ","Buurt   "
"58","0.0.0 ","Totaal misdrijven","BU03580005","Uiterweg","2023JJ00",2023-01-01,"Y","2023",30,"Aalsmeer                      ","Buurt   "
"59","0.0.0 ","Totaal misdrijven","BU03580100","Kudelstaart","2023JJ00",2023-01-01,"Y","2023",166,"Aalsmeer                      ","Buurt   "
"60","0.0.0 ","Totaal misdrijven","BU03580200","Bovenlanden","2023JJ00",2023-01-01,"Y","2023",30,"Aalsmeer                      ","Buurt   "
"61","0.0.0 ","Totaal misdrijven","BU03580201","Greenpark","2023JJ00",2023-01-01,"Y","2023",61,"Aalsmeer                      ","Buurt   "
"62","0.0.0 ","Totaal misdrijven","BU03580205","Oosteinde","2023JJ00",2023-01-01,"Y","2023",182,"Aalsmeer                      ","Buurt   "
"63","0.0.0 ","Totaal misdrijven","BU03580206","Schinkelpolder","2023JJ00",2023-01-01,"Y","2023",23,"Aalsmeer                      ","Buurt   "
"64","0.0.0 ","Totaal misdrijven","BU01970101","Barlo-Kern","2023JJ00",2023-01-01,"Y","2023",1,"Aalten                        ","Buurt   "
"65","0.0.0 ","Totaal misdrijven","BU01970102","Verspreide huizen Barlo","2023JJ00",2023-01-01,"Y","2023",14,"Aalten                        ","Buurt   "
"66","0.0.0 ","Totaal misdrijven","BU01970103","Verspreide huizen Heurne","2023JJ00",2023-01-01,"Y","2023",7,"Aalten                        ","Buurt   "
"67","0.0.0 ","Totaal misdrijven","BU01970104","Verspreide huizen IJzerlo","2023JJ00",2023-01-01,"Y","2023",9,"Aalten                        ","Buurt   "
"68","0.0.0 ","Totaal misdrijven","BU01970105","IJzerlo-kern","2023JJ00",2023-01-01,"Y","2023",1,"Aalten                        ","Buurt   "
"69","0.0.0 ","Totaal misdrijven","BU01970106","Lintelo-kern","2023JJ00",2023-01-01,"Y","2023",1,"Aalten                        ","Buurt   "
"70","0.0.0 ","Totaal misdrijven","BU01970107","Verspreide huizen ten westen van Aalten","2023JJ00",2023-01-01,"Y","2023",7,"Aalten                        ","Buurt   "
"71","0.0.0 ","Totaal misdrijven","BU01970108","Verspreide huizen Lintelo","2023JJ00",2023-01-01,"Y","2023",14,"Aalten                        ","Buurt   "
"72","0.0.0 ","Totaal misdrijven","BU01970109","Verspreide huizen Dalese Veld","2023JJ00",2023-01-01,"Y","2023",2,"Aalten                        ","Buurt   "
"73","0.0.0 ","Totaal misdrijven","BU01970110","Verspreide huizen Dale","2023JJ00",2023-01-01,"Y","2023",16,"Aalten                        ","Buurt   "
"74","0.0.0 ","Totaal misdrijven","BU01970111","Verspreide huizen Haart","2023JJ00",2023-01-01,"Y","2023",27,"Aalten                        ","Buurt   "
"75","0.0.0 ","Totaal misdrijven","BU01970112","Haart-kern","2023JJ00",2023-01-01,"Y","2023",1,"Aalten                        ","Buurt   "
"76","0.0.0 ","Totaal misdrijven","BU01970201","Verspreide huizen Bredevoort","2023JJ00",2023-01-01,"Y","2023",9,"Aalten                        ","Buurt   "
"77","0.0.0 ","Totaal misdrijven","BU01970202","Verspreide huizen Hollenberg","2023JJ00",2023-01-01,"Y","2023",5,"Aalten                        ","Buurt   "
"78","0.0.0 ","Totaal misdrijven","BU01970203","Verspreide huizen Het Zwanenbroek","2023JJ00",2023-01-01,"Y","2023",2,"Aalten                        ","Buurt   "
"79","0.0.0 ","Totaal misdrijven","BU01970204","Bredevoort","2023JJ00",2023-01-01,"Y","2023",19,"Aalten                        ","Buurt   "
"80","0.0.0 ","Totaal misdrijven","BU01970301","Aalten-kern West","2023JJ00",2023-01-01,"Y","2023",30,"Aalten                        ","Buurt   "
"81","0.0.0 ","Totaal misdrijven","BU01970302","Aalten-kern Zuid 1","2023JJ00",2023-01-01,"Y","2023",37,"Aalten                        ","Buurt   "
"82","0.0.0 ","Totaal misdrijven","BU01970303","Aalten-kern Zuid 2","2023JJ00",2023-01-01,"Y","2023",24,"Aalten                        ","Buurt   "
"83","0.0.0 ","Totaal misdrijven","BU01970304","Aalten-kern Noord/Noordoost","2023JJ00",2023-01-01,"Y","2023",33,"Aalten                        ","Buurt   "
"84","0.0.0 ","Totaal misdrijven","BU01970305","Aalten Kern 't Kobus","2023JJ00",2023-01-01,"Y","2023",4,"Aalten                        ","Buurt   "
"85","0.0.0 ","Totaal misdrijven","BU01970306","Aalten-kern Oost","2023JJ00",2023-01-01,"Y","2023",13,"Aalten                        ","Buurt   "
"86","0.0.0 ","Totaal misdrijven","BU01970307","Aalten-kern Centrum","2023JJ00",2023-01-01,"Y","2023",84,"Aalten                        ","Buurt   "
"87","0.0.0 ","Totaal misdrijven","BU01970400","Dinxperlo Centrum/Oost","2023JJ00",2023-01-01,"Y","2023",47,"Aalten                        ","Buurt   "
"88","0.0.0 ","Totaal misdrijven","BU01970401","Dinxperlo Noord","2023JJ00",2023-01-01,"Y","2023",25,"Aalten                        ","Buurt   "
"89","0.0.0 ","Totaal misdrijven","BU01970402","Dinxperlo West","2023JJ00",2023-01-01,"Y","2023",34,"Aalten                        ","Buurt   "
"90","0.0.0 ","Totaal misdrijven","BU01970403","De Heurne-kern","2023JJ00",2023-01-01,"Y","2023",1,"Aalten                        ","Buurt   "
"91","0.0.0 ","Totaal misdrijven","BU01970408","Verspreide huizen Dinxperlo","2023JJ00",2023-01-01,"Y","2023",2,"Aalten                        ","Buurt   "
"92","0.0.0 ","Totaal misdrijven","BU01970409","Verspreide huizen De Heurne","2023JJ00",2023-01-01,"Y","2023",10,"Aalten                        ","Buurt   "
"93","0.0.0 ","Totaal misdrijven","BU00590000","Buitenpost","2023JJ00",2023-01-01,"Y","2023",125,"Achtkarspelen                 ","Buurt   "
"94","0.0.0 ","Totaal misdrijven","BU00590001","Twijzel","2023JJ00",2023-01-01,"Y","2023",22,"Achtkarspelen                 ","Buurt   "
"95","0.0.0 ","Totaal misdrijven","BU00590002","Kootstertille","2023JJ00",2023-01-01,"Y","2023",36,"Achtkarspelen                 ","Buurt   "
"96","0.0.0 ","Totaal misdrijven","BU00590003","Twijzelerheide","2023JJ00",2023-01-01,"Y","2023",19,"Achtkarspelen                 ","Buurt   "
"97","0.0.0 ","Totaal misdrijven","BU00590004","Gerkesklooster","2023JJ00",2023-01-01,"Y","2023",9,"Achtkarspelen                 ","Buurt   "
"98","0.0.0 ","Totaal misdrijven","BU00590005","Verspreide huizen Buitenpost","2023JJ00",2023-01-01,"Y","2023",24,"Achtkarspelen                 ","Buurt   "
"99","0.0.0 ","Totaal misdrijven","BU00590006","Verspreide huizen Twijzel","2023JJ00",2023-01-01,"Y","2023",1,"Achtkarspelen                 ","Buurt   "
"100","0.0.0 ","Totaal misdrijven","BU00590007","Verspreide huizen Kootstertille","2023JJ00",2023-01-01,"Y","2023",15,"Achtkarspelen                 ","Buurt   "
"101","0.0.0 ","Totaal misdrijven","BU00590008","Verspreide huizen Twijzelerheide","2023JJ00",2023-01-01,"Y","2023",2,"Achtkarspelen                 ","Buurt   "
"102","0.0.0 ","Totaal misdrijven","BU00590009","Verspreide huizen Gerkesklooster","2023JJ00",2023-01-01,"Y","2023",2,"Achtkarspelen                 ","Buurt   "
"103","0.0.0 ","Totaal misdrijven","BU00590100","Stroobos","2023JJ00",2023-01-01,"Y","2023",8,"Achtkarspelen                 ","Buurt   "
"104","0.0.0 ","Totaal misdrijven","BU00590102","Drogeham","2023JJ00",2023-01-01,"Y","2023",22,"Achtkarspelen                 ","Buurt   "
"105","0.0.0 ","Totaal misdrijven","BU00590103","Augustinusga","2023JJ00",2023-01-01,"Y","2023",10,"Achtkarspelen                 ","Buurt   "
"106","0.0.0 ","Totaal misdrijven","BU00590107","Verspreide huizen Stroobos","2023JJ00",2023-01-01,"Y","2023",1,"Achtkarspelen                 ","Buurt   "
"107","0.0.0 ","Totaal misdrijven","BU00590108","Verspreide huizen Drogeham","2023JJ00",2023-01-01,"Y","2023",5,"Achtkarspelen                 ","Buurt   "
"108","0.0.0 ","Totaal misdrijven","BU00590109","Verspreide huizen Augustinusga","2023JJ00",2023-01-01,"Y","2023",2,"Achtkarspelen                 ","Buurt   "
"109","0.0.0 ","Totaal misdrijven","BU00590200","Surhuisterveen","2023JJ00",2023-01-01,"Y","2023",174,"Achtkarspelen                 ","Buurt   "
"110","0.0.0 ","Totaal misdrijven","BU00590201","Harkema","2023JJ00",2023-01-01,"Y","2023",53,"Achtkarspelen                 ","Buurt   "
"111","0.0.0 ","Totaal misdrijven","BU00590202","Surhuizum","2023JJ00",2023-01-01,"Y","2023",17,"Achtkarspelen                 ","Buurt   "
"112","0.0.0 ","Totaal misdrijven","BU00590203","Boelenslaan","2023JJ00",2023-01-01,"Y","2023",12,"Achtkarspelen                 ","Buurt   "
"113","0.0.0 ","Totaal misdrijven","BU00590206","Verspreide huizen Surhuisterveen","2023JJ00",2023-01-01,"Y","2023",9,"Achtkarspelen                 ","Buurt   "
"114","0.0.0 ","Totaal misdrijven","BU00590207","Verspreide huizen Harkema","2023JJ00",2023-01-01,"Y","2023",10,"Achtkarspelen                 ","Buurt   "
"115","0.0.0 ","Totaal misdrijven","BU00590208","Verspreide huizen Surhuizum","2023JJ00",2023-01-01,"Y","2023",9,"Achtkarspelen                 ","Buurt   "
"116","0.0.0 ","Totaal misdrijven","BU00590209","Verspreide huizen Boelenslaan","2023JJ00",2023-01-01,"Y","2023",11,"Achtkarspelen                 ","Buurt   "
"117","0.0.0 ","Totaal misdrijven","BU04820101","Cortgene","2023JJ00",2023-01-01,"Y","2023",12,"Alblasserdam                  ","Buurt   "
"118","0.0.0 ","Totaal misdrijven","BU04820102","Redersbuurt","2023JJ00",2023-01-01,"Y","2023",35,"Alblasserdam                  ","Buurt   "
"119","0.0.0 ","Totaal misdrijven","BU04820103","kerkbuurt","2023JJ00",2023-01-01,"Y","2023",33,"Alblasserdam                  ","Buurt   "
"120","0.0.0 ","Totaal misdrijven","BU04820104","Polderbuurt","2023JJ00",2023-01-01,"Y","2023",6,"Alblasserdam                  ","Buurt   "
"121","0.0.0 ","Totaal misdrijven","BU04820105","De Werven","2023JJ00",2023-01-01,"Y","2023",29,"Alblasserdam                  ","Buurt   "
"122","0.0.0 ","Totaal misdrijven","BU04820201","Dijk","2023JJ00",2023-01-01,"Y","2023",15,"Alblasserdam                  ","Buurt   "
"123","0.0.0 ","Totaal misdrijven","BU04820202","Vogelbuurt","2023JJ00",2023-01-01,"Y","2023",23,"Alblasserdam                  ","Buurt   "
"124","0.0.0 ","Totaal misdrijven","BU04820203","Waterland","2023JJ00",2023-01-01,"Y","2023",5,"Alblasserdam                  ","Buurt   "
"125","0.0.0 ","Totaal misdrijven","BU04820204","Groene Long","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"126","0.0.0 ","Totaal misdrijven","BU04820205","Rivierenbuurt","2023JJ00",2023-01-01,"Y","2023",18,"Alblasserdam                  ","Buurt   "
"127","0.0.0 ","Totaal misdrijven","BU04820206","Nieuw Kinderdijk","2023JJ00",2023-01-01,"Y","2023",11,"Alblasserdam                  ","Buurt   "
"128","0.0.0 ","Totaal misdrijven","BU04820301","Zeelt","2023JJ00",2023-01-01,"Y","2023",5,"Alblasserdam                  ","Buurt   "
"129","0.0.0 ","Totaal misdrijven","BU04820302","Middelland","2023JJ00",2023-01-01,"Y","2023",9,"Alblasserdam                  ","Buurt   "
"130","0.0.0 ","Totaal misdrijven","BU04820303","Blokweer Noord","2023JJ00",2023-01-01,"Y","2023",7,"Alblasserdam                  ","Buurt   "
"131","0.0.0 ","Totaal misdrijven","BU04820304","Blokweer Zuid","2023JJ00",2023-01-01,"Y","2023",10,"Alblasserdam                  ","Buurt   "
"132","0.0.0 ","Totaal misdrijven","BU04820305","Drentsebuurt","2023JJ00",2023-01-01,"Y","2023",19,"Alblasserdam                  ","Buurt   "
"133","0.0.0 ","Totaal misdrijven","BU04820306","Florabuurt","2023JJ00",2023-01-01,"Y","2023",41,"Alblasserdam                  ","Buurt   "
"134","0.0.0 ","Totaal misdrijven","BU04820307","Staatsliedenbuurt","2023JJ00",2023-01-01,"Y","2023",29,"Alblasserdam                  ","Buurt   "
"135","0.0.0 ","Totaal misdrijven","BU04820401","Schildersbuurt","2023JJ00",2023-01-01,"Y","2023",20,"Alblasserdam                  ","Buurt   "
"136","0.0.0 ","Totaal misdrijven","BU04820402","Schrijversbuurt","2023JJ00",2023-01-01,"Y","2023",30,"Alblasserdam                  ","Buurt   "
"137","0.0.0 ","Totaal misdrijven","BU04820403","Klein Alblas","2023JJ00",2023-01-01,"Y","2023",3,"Alblasserdam                  ","Buurt   "
"138","0.0.0 ","Totaal misdrijven","BU04820404","Oranjebuurt","2023JJ00",2023-01-01,"Y","2023",10,"Alblasserdam                  ","Buurt   "
"139","0.0.0 ","Totaal misdrijven","BU04820501","Vinkenwaard","2023JJ00",2023-01-01,"Y","2023",125,"Alblasserdam                  ","Buurt   "
"140","0.0.0 ","Totaal misdrijven","BU04820502","Hoogendijk","2023JJ00",2023-01-01,"Y","2023",9,"Alblasserdam                  ","Buurt   "
"141","0.0.0 ","Totaal misdrijven","BU04820503","Nieuwland","2023JJ00",2023-01-01,"Y","2023",18,"Alblasserdam                  ","Buurt   "
"142","0.0.0 ","Totaal misdrijven","BU04820601","Polder Blokweer","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"143","0.0.0 ","Totaal misdrijven","BU04820602","Polder Kortland","2023JJ00",2023-01-01,"Y","2023",1,"Alblasserdam                  ","Buurt   "
"144","0.0.0 ","Totaal misdrijven","BU04820603","Polder Souburgh","2023JJ00",2023-01-01,"Y","2023",1,"Alblasserdam                  ","Buurt   "
"145","0.0.0 ","Totaal misdrijven","BU04820604","Polder Vinkenwaard","2023JJ00",2023-01-01,"Y","2023",6,"Alblasserdam                  ","Buurt   "
"146","0.0.0 ","Totaal misdrijven","BU06130101","Valckesteyn","2023JJ00",2023-01-01,"Y","2023",46,"Albrandswaard                 ","Buurt   "
"147","0.0.0 ","Totaal misdrijven","BU06130102","Zwaardijk-Kruisdijk","2023JJ00",2023-01-01,"Y","2023",32,"Albrandswaard                 ","Buurt   "
"148","0.0.0 ","Totaal misdrijven","BU06130103","Poortugaal","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"149","0.0.0 ","Totaal misdrijven","BU06130104","Buitengebied Poortugaal","2023JJ00",2023-01-01,"Y","2023",2,"Albrandswaard                 ","Buurt   "
"150","0.0.0 ","Totaal misdrijven","BU06130205","Rhoon Noord","2023JJ00",2023-01-01,"Y","2023",104,"Albrandswaard                 ","Buurt   "
"151","0.0.0 ","Totaal misdrijven","BU06130207","Buitengebied Rhoon-Noord","2023JJ00",2023-01-01,"Y","2023",2,"Albrandswaard                 ","Buurt   "
"152","0.0.0 ","Totaal misdrijven","BU06130308","Beatrixstraat","2023JJ00",2023-01-01,"Y","2023",37,"Albrandswaard                 ","Buurt   "
"153","0.0.0 ","Totaal misdrijven","BU06130309","Landweg","2023JJ00",2023-01-01,"Y","2023",51,"Albrandswaard                 ","Buurt   "
"154","0.0.0 ","Totaal misdrijven","BU06130310","Poortugaal-Centrum","2023JJ00",2023-01-01,"Y","2023",54,"Albrandswaard                 ","Buurt   "
"155","0.0.0 ","Totaal misdrijven","BU06130311","Poortugaal Zuid","2023JJ00",2023-01-01,"Y","2023",80,"Albrandswaard                 ","Buurt   "
"156","0.0.0 ","Totaal misdrijven","BU06130312","Polder Albrandswaard","2023JJ00",2023-01-01,"Y","2023",133,"Albrandswaard                 ","Buurt   "
"157","0.0.0 ","Totaal misdrijven","BU06130313","Kijvelanden","2023JJ00",2023-01-01,"Y","2023",21,"Albrandswaard                 ","Buurt   "
"158","0.0.0 ","Totaal misdrijven","BU06130414","Rhoon-Centrum","2023JJ00",2023-01-01,"Y","2023",107,"Albrandswaard                 ","Buurt   "
"159","0.0.0 ","Totaal misdrijven","BU06130415","Ghijseland","2023JJ00",2023-01-01,"Y","2023",11,"Albrandswaard                 ","Buurt   "
"160","0.0.0 ","Totaal misdrijven","BU06130416","Overhoeken","2023JJ00",2023-01-01,"Y","2023",49,"Albrandswaard                 ","Buurt   "
"161","0.0.0 ","Totaal misdrijven","BU06130417","Park Rhoon","2023JJ00",2023-01-01,"Y","2023",22,"Albrandswaard                 ","Buurt   "
"162","0.0.0 ","Totaal misdrijven","BU06130418","Rhoon-Zuidoost","2023JJ00",2023-01-01,"Y","2023",28,"Albrandswaard                 ","Buurt   "
"163","0.0.0 ","Totaal misdrijven","BU06130419","Tijsjesdijk","2023JJ00",2023-01-01,"Y","2023",25,"Albrandswaard                 ","Buurt   "
"164","0.0.0 ","Totaal misdrijven","BU06130420","Buitengebied Rhoon-Zuid","2023JJ00",2023-01-01,"Y","2023",4,"Albrandswaard                 ","Buurt   "
"165","0.0.0 ","Totaal misdrijven","BU06130521","Portland-Koedoodzone","2023JJ00",2023-01-01,"Y","2023",70,"Albrandswaard                 ","Buurt   "
"166","0.0.0 ","Totaal misdrijven","BU06130522","Buitengebied","2023JJ00",2023-01-01,"Y","2023",11,"Albrandswaard                 ","Buurt   "
"167","0.0.0 ","Totaal misdrijven","BU06130623","Driehoek","2023JJ00",2023-01-01,"Y","2023",31,"Albrandswaard                 ","Buurt   "
"168","0.0.0 ","Totaal misdrijven","BU06130624","Portland-Centrum","2023JJ00",2023-01-01,"Y","2023",45,"Albrandswaard                 ","Buurt   "
"169","0.0.0 ","Totaal misdrijven","BU06130625","Wijkpark Portland","2023JJ00",2023-01-01,"Y","2023",4,"Albrandswaard                 ","Buurt   "
"170","0.0.0 ","Totaal misdrijven","BU06130626","De Eilanden","2023JJ00",2023-01-01,"Y","2023",60,"Albrandswaard                 ","Buurt   "
"171","0.0.0 ","Totaal misdrijven","BU06130706","Distripark","2023JJ00",2023-01-01,"Y","2023",77,"Albrandswaard                 ","Buurt   "
"172","0.0.0 ","Totaal misdrijven","BU03610100","Kooimeer","2023JJ00",2023-01-01,"Y","2023",197,"Alkmaar                       ","Buurt   "
"173","0.0.0 ","Totaal misdrijven","BU03610101","Dillenburg en Stadhouderskwartier","2023JJ00",2023-01-01,"Y","2023",34,"Alkmaar                       ","Buurt   "
"174","0.0.0 ","Totaal misdrijven","BU03610102","Staatsliedenkwartier en Landstraten","2023JJ00",2023-01-01,"Y","2023",55,"Alkmaar                       ","Buurt   "
"175","0.0.0 ","Totaal misdrijven","BU03610103","Oud-Rochdale","2023JJ00",2023-01-01,"Y","2023",13,"Alkmaar                       ","Buurt   "
"176","0.0.0 ","Totaal misdrijven","BU03610104","Emmakwartier","2023JJ00",2023-01-01,"Y","2023",70,"Alkmaar                       ","Buurt   "
