"","SoortMisdrijf","SoortMisdrijf_label","WijkenEnBuurten","WijkenEnBuurten_label","Perioden","Perioden_Date","Perioden_freq","Perioden_label","GeregistreerdeMisdrijven_1","Gemeentenaam_2","SoortRegio_3"
"7985","0.0.0 ","Totaal misdrijven","BU02630008","Verspr.h. Velddriel, Vlierd en Beemden","2023JJ00",2023-01-01,"Y","2023",49,"Maasdriel                     ","Buurt   "
"7986","0.0.0 ","Totaal misdrijven","BU02630009","Verspr.h. Maasdijk en Uiterwaarden","2023JJ00",2023-01-01,"Y","2023",25,"Maasdriel                     ","Buurt   "
"7987","0.0.0 ","Totaal misdrijven","BU02630010","Verspreide huizen Alem","2023JJ00",2023-01-01,"Y","2023",16,"Maasdriel                     ","Buurt   "
"7988","0.0.0 ","Totaal misdrijven","BU02630100","Ammerzoden","2023JJ00",2023-01-01,"Y","2023",59,"Maasdriel                     ","Buurt   "
"7989","0.0.0 ","Totaal misdrijven","BU02630101","Well","2023JJ00",2023-01-01,"Y","2023",8,"Maasdriel                     ","Buurt   "
"7990","0.0.0 ","Totaal misdrijven","BU02630102","Wellseind-Slijkwell","2023JJ00",2023-01-01,"Y","2023",4,"Maasdriel                     ","Buurt   "
"7991","0.0.0 ","Totaal misdrijven","BU02630108","Verspreide huizen Het Heust","2023JJ00",2023-01-01,"Y","2023",11,"Maasdriel                     ","Buurt   "
"7992","0.0.0 ","Totaal misdrijven","BU02630109","Verspreide huizen Uilecoten","2023JJ00",2023-01-01,"Y","2023",21,"Maasdriel                     ","Buurt   "
"7993","0.0.0 ","Totaal misdrijven","BU02630200","Hedel","2023JJ00",2023-01-01,"Y","2023",109,"Maasdriel                     ","Buurt   "
"7994","0.0.0 ","Totaal misdrijven","BU02630208","Verspreide huizen in het bouwgebied","2023JJ00",2023-01-01,"Y","2023",24,"Maasdriel                     ","Buurt   "
"7995","0.0.0 ","Totaal misdrijven","BU02630209","Verspreide huizen in de polder Hedel","2023JJ00",2023-01-01,"Y","2023",32,"Maasdriel                     ","Buurt   "
"7996","0.0.0 ","Totaal misdrijven","BU02630300","Heerewaarden","2023JJ00",2023-01-01,"Y","2023",21,"Maasdriel                     ","Buurt   "
"7997","0.0.0 ","Totaal misdrijven","BU02630301","Huizendijk, Voorne, De Kop en Veluwe","2023JJ00",2023-01-01,"Y","2023",3,"Maasdriel                     ","Buurt   "
"7998","0.0.0 ","Totaal misdrijven","BU02630309","Verspreide huizen Heerewaarden","2023JJ00",2023-01-01,"Y","2023",4,"Maasdriel                     ","Buurt   "
"7999","0.0.0 ","Totaal misdrijven","BU02630400","Rossum","2023JJ00",2023-01-01,"Y","2023",59,"Maasdriel                     ","Buurt   "
"8000","0.0.0 ","Totaal misdrijven","BU02630401","Hurwenen","2023JJ00",2023-01-01,"Y","2023",15,"Maasdriel                     ","Buurt   "
"8001","0.0.0 ","Totaal misdrijven","BU02630408","Verspreide huizen Hurwenen en Rossum","2023JJ00",2023-01-01,"Y","2023",18,"Maasdriel                     ","Buurt   "
"8002","0.0.0 ","Totaal misdrijven","BU02630409","Overige verspreide huizen","2023JJ00",2023-01-01,"Y","2023",3,"Maasdriel                     ","Buurt   "
"8003","0.0.0 ","Totaal misdrijven","BU16410000","Maasbracht","2023JJ00",2023-01-01,"Y","2023",169,"Maasgouw                      ","Buurt   "
"8004","0.0.0 ","Totaal misdrijven","BU16410001","Brachterbeek","2023JJ00",2023-01-01,"Y","2023",11,"Maasgouw                      ","Buurt   "
"8005","0.0.0 ","Totaal misdrijven","BU16410009","Verspreide huizen Het Vonderen","2023JJ00",2023-01-01,"Y","2023",18,"Maasgouw                      ","Buurt   "
"8006","0.0.0 ","Totaal misdrijven","BU16410100","Linne","2023JJ00",2023-01-01,"Y","2023",78,"Maasgouw                      ","Buurt   "
"8007","0.0.0 ","Totaal misdrijven","BU16410109","Verspreide huizen Linnerveld en Weerd","2023JJ00",2023-01-01,"Y","2023",1,"Maasgouw                      ","Buurt   "
"8008","0.0.0 ","Totaal misdrijven","BU16410200","Stevensweert waaronder Bilt","2023JJ00",2023-01-01,"Y","2023",28,"Maasgouw                      ","Buurt   "
"8009","0.0.0 ","Totaal misdrijven","BU16410201","Eiland-Brandt","2023JJ00",2023-01-01,"Y","2023",11,"Maasgouw                      ","Buurt   "
"8010","0.0.0 ","Totaal misdrijven","BU16410300","Laak","2023JJ00",2023-01-01,"Y","2023",4,"Maasgouw                      ","Buurt   "
"8011","0.0.0 ","Totaal misdrijven","BU16410301","Ohé","2023JJ00",2023-01-01,"Y","2023",21,"Maasgouw                      ","Buurt   "
"8012","0.0.0 ","Totaal misdrijven","BU16410400","Thorn","2023JJ00",2023-01-01,"Y","2023",63,"Maasgouw                      ","Buurt   "
"8013","0.0.0 ","Totaal misdrijven","BU16410409","Verspreide huizen Thorn","2023JJ00",2023-01-01,"Y","2023",37,"Maasgouw                      ","Buurt   "
"8014","0.0.0 ","Totaal misdrijven","BU16410500","Heel","2023JJ00",2023-01-01,"Y","2023",87,"Maasgouw                      ","Buurt   "
"8015","0.0.0 ","Totaal misdrijven","BU16410501","Panheel","2023JJ00",2023-01-01,"Y","2023",15,"Maasgouw                      ","Buurt   "
"8016","0.0.0 ","Totaal misdrijven","BU16410509","Verspreide huizen Heel","2023JJ00",2023-01-01,"Y","2023",30,"Maasgouw                      ","Buurt   "
"8017","0.0.0 ","Totaal misdrijven","BU16410600","Beegden","2023JJ00",2023-01-01,"Y","2023",38,"Maasgouw                      ","Buurt   "
"8018","0.0.0 ","Totaal misdrijven","BU16410700","Wessem","2023JJ00",2023-01-01,"Y","2023",60,"Maasgouw                      ","Buurt   "
"8019","0.0.0 ","Totaal misdrijven","BU19910101","Centrum","2023JJ00",2023-01-01,"Y","2023",467,"Maashorst                     ","Buurt   "
"8020","0.0.0 ","Totaal misdrijven","BU19910102","Bogerd-Vijfhuis","2023JJ00",2023-01-01,"Y","2023",84,"Maashorst                     ","Buurt   "
"8021","0.0.0 ","Totaal misdrijven","BU19910103","Moleneind-Groenewoud","2023JJ00",2023-01-01,"Y","2023",26,"Maashorst                     ","Buurt   "
"8022","0.0.0 ","Totaal misdrijven","BU19910104","Flatwijk","2023JJ00",2023-01-01,"Y","2023",76,"Maashorst                     ","Buurt   "
"8023","0.0.0 ","Totaal misdrijven","BU19910105","Bitswijk","2023JJ00",2023-01-01,"Y","2023",156,"Maashorst                     ","Buurt   "
"8024","0.0.0 ","Totaal misdrijven","BU19910106","Hoevenseveld","2023JJ00",2023-01-01,"Y","2023",151,"Maashorst                     ","Buurt   "
"8025","0.0.0 ","Totaal misdrijven","BU19910107","Schutveld","2023JJ00",2023-01-01,"Y","2023",30,"Maashorst                     ","Buurt   "
"8026","0.0.0 ","Totaal misdrijven","BU19910108","Buurtschap Hoeven","2023JJ00",2023-01-01,"Y","2023",4,"Maashorst                     ","Buurt   "
"8027","0.0.0 ","Totaal misdrijven","BU19910109","Hoeven","2023JJ00",2023-01-01,"Y","2023",38,"Maashorst                     ","Buurt   "
"8028","0.0.0 ","Totaal misdrijven","BU19910110","Melle","2023JJ00",2023-01-01,"Y","2023",139,"Maashorst                     ","Buurt   "
"8029","0.0.0 ","Totaal misdrijven","BU19910111","Raam","2023JJ00",2023-01-01,"Y","2023",50,"Maashorst                     ","Buurt   "
"8030","0.0.0 ","Totaal misdrijven","BU19910112","Sportpark Volkelseweg","2023JJ00",2023-01-01,"Y","2023",37,"Maashorst                     ","Buurt   "
"8031","0.0.0 ","Totaal misdrijven","BU19910113","Zoggel","2023JJ00",2023-01-01,"Y","2023",136,"Maashorst                     ","Buurt   "
"8032","0.0.0 ","Totaal misdrijven","BU19910114","Vluchtoord","2023JJ00",2023-01-01,"Y","2023",19,"Maashorst                     ","Buurt   "
"8033","0.0.0 ","Totaal misdrijven","BU19910115","Loopkant-Liessent-Goorkens","2023JJ00",2023-01-01,"Y","2023",89,"Maashorst                     ","Buurt   "
"8034","0.0.0 ","Totaal misdrijven","BU19910116","Hoenderbos-Velmolen","2023JJ00",2023-01-01,"Y","2023",90,"Maashorst                     ","Buurt   "
"8035","0.0.0 ","Totaal misdrijven","BU19910117","Eikenheuvel","2023JJ00",2023-01-01,"Y","2023",28,"Maashorst                     ","Buurt   "
"8036","0.0.0 ","Totaal misdrijven","BU19910196","Buitengebied Uden-Oost","2023JJ00",2023-01-01,"Y","2023",28,"Maashorst                     ","Buurt   "
"8037","0.0.0 ","Totaal misdrijven","BU19910197","Buitengebied Uden-Zuid","2023JJ00",2023-01-01,"Y","2023",10,"Maashorst                     ","Buurt   "
"8038","0.0.0 ","Totaal misdrijven","BU19910198","Buitengebied Uden-West","2023JJ00",2023-01-01,"Y","2023",50,"Maashorst                     ","Buurt   "
"8039","0.0.0 ","Totaal misdrijven","BU19910199","Buitengebied Maashorst","2023JJ00",2023-01-01,"Y","2023",92,"Maashorst                     ","Buurt   "
"8040","0.0.0 ","Totaal misdrijven","BU19910201","Kom Volkel","2023JJ00",2023-01-01,"Y","2023",62,"Maashorst                     ","Buurt   "
"8041","0.0.0 ","Totaal misdrijven","BU19910298","Vliegbasis Volkel","2023JJ00",2023-01-01,"Y","2023",9,"Maashorst                     ","Buurt   "
"8042","0.0.0 ","Totaal misdrijven","BU19910299","Buitengebied-Volkel","2023JJ00",2023-01-01,"Y","2023",64,"Maashorst                     ","Buurt   "
"8043","0.0.0 ","Totaal misdrijven","BU19910301","Odiliapeel","2023JJ00",2023-01-01,"Y","2023",27,"Maashorst                     ","Buurt   "
"8044","0.0.0 ","Totaal misdrijven","BU19910399","Buitengebied-Odiliapeel","2023JJ00",2023-01-01,"Y","2023",46,"Maashorst                     ","Buurt   "
"8045","0.0.0 ","Totaal misdrijven","BU19910401","Schaijk","2023JJ00",2023-01-01,"Y","2023",167,"Maashorst                     ","Buurt   "
"8046","0.0.0 ","Totaal misdrijven","BU19910402","Verspreide huizen Schaijkse Heide","2023JJ00",2023-01-01,"Y","2023",80,"Maashorst                     ","Buurt   "
"8047","0.0.0 ","Totaal misdrijven","BU19910403","Verspreide huizen Mun","2023JJ00",2023-01-01,"Y","2023",91,"Maashorst                     ","Buurt   "
"8048","0.0.0 ","Totaal misdrijven","BU19910404","Overige verspreide huizen Schaijk","2023JJ00",2023-01-01,"Y","2023",2,"Maashorst                     ","Buurt   "
"8049","0.0.0 ","Totaal misdrijven","BU19910501","Reek","2023JJ00",2023-01-01,"Y","2023",41,"Maashorst                     ","Buurt   "
"8050","0.0.0 ","Totaal misdrijven","BU19910502","Verspr.h. Reekse Heide en Bovenland","2023JJ00",2023-01-01,"Y","2023",18,"Maashorst                     ","Buurt   "
"8051","0.0.0 ","Totaal misdrijven","BU19910601","Zeeland","2023JJ00",2023-01-01,"Y","2023",131,"Maashorst                     ","Buurt   "
"8052","0.0.0 ","Totaal misdrijven","BU19910602","Nabbegat-Voederheil","2023JJ00",2023-01-01,"Y","2023",13,"Maashorst                     ","Buurt   "
"8053","0.0.0 ","Totaal misdrijven","BU19910603","Oventje","2023JJ00",2023-01-01,"Y","2023",15,"Maashorst                     ","Buurt   "
"8054","0.0.0 ","Totaal misdrijven","BU19910604","Verspreide huizen Trent-Graspeel","2023JJ00",2023-01-01,"Y","2023",12,"Maashorst                     ","Buurt   "
"8055","0.0.0 ","Totaal misdrijven","BU19910605","Verspreide huizen Zevenhuis","2023JJ00",2023-01-01,"Y","2023",8,"Maashorst                     ","Buurt   "
"8056","0.0.0 ","Totaal misdrijven","BU19910606","Verspreide huizen Duifhuis-Kreitsberg","2023JJ00",2023-01-01,"Y","2023",14,"Maashorst                     ","Buurt   "
"8057","0.0.0 ","Totaal misdrijven","BU19910607","Verspreide huizen Peel","2023JJ00",2023-01-01,"Y","2023",10,"Maashorst                     ","Buurt   "
"8058","0.0.0 ","Totaal misdrijven","BU05560101","Taanschuurpolder","2023JJ00",2023-01-01,"Y","2023",107,"Maassluis                     ","Buurt   "
"8059","0.0.0 ","Totaal misdrijven","BU05560201","Vertobuurt","2023JJ00",2023-01-01,"Y","2023",127,"Maassluis                     ","Buurt   "
"8060","0.0.0 ","Totaal misdrijven","BU05560202","Bloemenbuurt","2023JJ00",2023-01-01,"Y","2023",26,"Maassluis                     ","Buurt   "
"8061","0.0.0 ","Totaal misdrijven","BU05560203","Bomendal","2023JJ00",2023-01-01,"Y","2023",54,"Maassluis                     ","Buurt   "
"8062","0.0.0 ","Totaal misdrijven","BU05560301","Sluispolder Oost","2023JJ00",2023-01-01,"Y","2023",97,"Maassluis                     ","Buurt   "
"8063","0.0.0 ","Totaal misdrijven","BU05560302","Sluispolder West","2023JJ00",2023-01-01,"Y","2023",45,"Maassluis                     ","Buurt   "
"8064","0.0.0 ","Totaal misdrijven","BU05560303","Binnenstad","2023JJ00",2023-01-01,"Y","2023",43,"Maassluis                     ","Buurt   "
"8065","0.0.0 ","Totaal misdrijven","BU05560401","Kapelpolder","2023JJ00",2023-01-01,"Y","2023",82,"Maassluis                     ","Buurt   "
"8066","0.0.0 ","Totaal misdrijven","BU05560402","Componistenbuurt","2023JJ00",2023-01-01,"Y","2023",47,"Maassluis                     ","Buurt   "
"8067","0.0.0 ","Totaal misdrijven","BU05560403","Koningshoek","2023JJ00",2023-01-01,"Y","2023",185,"Maassluis                     ","Buurt   "
"8068","0.0.0 ","Totaal misdrijven","BU05560404","Het Balkon","2023JJ00",2023-01-01,"Y","2023",20,"Maassluis                     ","Buurt   "
"8069","0.0.0 ","Totaal misdrijven","BU05560405","Nieuwe waterweg","2023JJ00",2023-01-01,"Y","2023",8,"Maassluis                     ","Buurt   "
"8070","0.0.0 ","Totaal misdrijven","BU05560501","Vogelbuurt","2023JJ00",2023-01-01,"Y","2023",111,"Maassluis                     ","Buurt   "
"8071","0.0.0 ","Totaal misdrijven","BU05560502","Burgemeesterswijk","2023JJ00",2023-01-01,"Y","2023",60,"Maassluis                     ","Buurt   "
"8072","0.0.0 ","Totaal misdrijven","BU05560601","Steendijkpolder Noord","2023JJ00",2023-01-01,"Y","2023",36,"Maassluis                     ","Buurt   "
"8073","0.0.0 ","Totaal misdrijven","BU05560602","Steendijkpolder Zuid","2023JJ00",2023-01-01,"Y","2023",51,"Maassluis                     ","Buurt   "
"8074","0.0.0 ","Totaal misdrijven","BU05560701","Zuidbuurt","2023JJ00",2023-01-01,"Y","2023",2,"Maassluis                     ","Buurt   "
"8075","0.0.0 ","Totaal misdrijven","BU05560702","De Dijk","2023JJ00",2023-01-01,"Y","2023",7,"Maassluis                     ","Buurt   "
"8076","0.0.0 ","Totaal misdrijven","BU05560801","Wilgenrijk","2023JJ00",2023-01-01,"Y","2023",24,"Maassluis                     ","Buurt   "
"8077","0.0.0 ","Totaal misdrijven","BU09350000","Binnenstad","2023JJ00",2023-01-01,"Y","2023",1232,"Maastricht                    ","Buurt   "
"8078","0.0.0 ","Totaal misdrijven","BU09350001","Jekerkwartier","2023JJ00",2023-01-01,"Y","2023",237,"Maastricht                    ","Buurt   "
"8079","0.0.0 ","Totaal misdrijven","BU09350002","Kommelkwartier","2023JJ00",2023-01-01,"Y","2023",117,"Maastricht                    ","Buurt   "
"8080","0.0.0 ","Totaal misdrijven","BU09350003","Statenkwartier","2023JJ00",2023-01-01,"Y","2023",401,"Maastricht                    ","Buurt   "
"8081","0.0.0 ","Totaal misdrijven","BU09350004","Boschstraatkwartier","2023JJ00",2023-01-01,"Y","2023",284,"Maastricht                    ","Buurt   "
"8082","0.0.0 ","Totaal misdrijven","BU09350005","Sint Maartenspoort","2023JJ00",2023-01-01,"Y","2023",260,"Maastricht                    ","Buurt   "
"8083","0.0.0 ","Totaal misdrijven","BU09350006","Wyck","2023JJ00",2023-01-01,"Y","2023",761,"Maastricht                    ","Buurt   "
"8084","0.0.0 ","Totaal misdrijven","BU09350100","Villapark","2023JJ00",2023-01-01,"Y","2023",122,"Maastricht                    ","Buurt   "
"8085","0.0.0 ","Totaal misdrijven","BU09350101","Jekerdal","2023JJ00",2023-01-01,"Y","2023",176,"Maastricht                    ","Buurt   "
"8086","0.0.0 ","Totaal misdrijven","BU09350102","Biesland","2023JJ00",2023-01-01,"Y","2023",78,"Maastricht                    ","Buurt   "
"8087","0.0.0 ","Totaal misdrijven","BU09350103","Campagne","2023JJ00",2023-01-01,"Y","2023",28,"Maastricht                    ","Buurt   "
"8088","0.0.0 ","Totaal misdrijven","BU09350104","Wolder","2023JJ00",2023-01-01,"Y","2023",31,"Maastricht                    ","Buurt   "
"8089","0.0.0 ","Totaal misdrijven","BU09350105","Sint Pieter","2023JJ00",2023-01-01,"Y","2023",27,"Maastricht                    ","Buurt   "
"8090","0.0.0 ","Totaal misdrijven","BU09350200","Brusselsepoort","2023JJ00",2023-01-01,"Y","2023",242,"Maastricht                    ","Buurt   "
"8091","0.0.0 ","Totaal misdrijven","BU09350201","Mariaberg","2023JJ00",2023-01-01,"Y","2023",162,"Maastricht                    ","Buurt   "
"8092","0.0.0 ","Totaal misdrijven","BU09350202","Belfort","2023JJ00",2023-01-01,"Y","2023",84,"Maastricht                    ","Buurt   "
"8093","0.0.0 ","Totaal misdrijven","BU09350203","Pottenberg","2023JJ00",2023-01-01,"Y","2023",100,"Maastricht                    ","Buurt   "
"8094","0.0.0 ","Totaal misdrijven","BU09350204","Malpertuis","2023JJ00",2023-01-01,"Y","2023",78,"Maastricht                    ","Buurt   "
"8095","0.0.0 ","Totaal misdrijven","BU09350205","Caberg","2023JJ00",2023-01-01,"Y","2023",170,"Maastricht                    ","Buurt   "
"8096","0.0.0 ","Totaal misdrijven","BU09350206","Oud-Caberg","2023JJ00",2023-01-01,"Y","2023",33,"Maastricht                    ","Buurt   "
"8097","0.0.0 ","Totaal misdrijven","BU09350207","Malberg","2023JJ00",2023-01-01,"Y","2023",221,"Maastricht                    ","Buurt   "
"8098","0.0.0 ","Totaal misdrijven","BU09350208","Dousberg-Hazendans","2023JJ00",2023-01-01,"Y","2023",67,"Maastricht                    ","Buurt   "
"8099","0.0.0 ","Totaal misdrijven","BU09350209","Daalhof","2023JJ00",2023-01-01,"Y","2023",191,"Maastricht                    ","Buurt   "
"8100","0.0.0 ","Totaal misdrijven","BU09350300","Boschpoort","2023JJ00",2023-01-01,"Y","2023",82,"Maastricht                    ","Buurt   "
"8101","0.0.0 ","Totaal misdrijven","BU09350301","Bosscherveld","2023JJ00",2023-01-01,"Y","2023",100,"Maastricht                    ","Buurt   "
"8102","0.0.0 ","Totaal misdrijven","BU09350302","Frontenkwartier","2023JJ00",2023-01-01,"Y","2023",30,"Maastricht                    ","Buurt   "
"8103","0.0.0 ","Totaal misdrijven","BU09350303","Belvédère","2023JJ00",2023-01-01,"Y","2023",16,"Maastricht                    ","Buurt   "
"8104","0.0.0 ","Totaal misdrijven","BU09350304","Lanakerveld","2023JJ00",2023-01-01,"Y","2023",3,"Maastricht                    ","Buurt   "
"8105","0.0.0 ","Totaal misdrijven","BU09350400","Wyckerpoort","2023JJ00",2023-01-01,"Y","2023",197,"Maastricht                    ","Buurt   "
"8106","0.0.0 ","Totaal misdrijven","BU09350401","Heugemerveld","2023JJ00",2023-01-01,"Y","2023",124,"Maastricht                    ","Buurt   "
"8107","0.0.0 ","Totaal misdrijven","BU09350402","Wittevrouwenveld","2023JJ00",2023-01-01,"Y","2023",422,"Maastricht                    ","Buurt   "
"8108","0.0.0 ","Totaal misdrijven","BU09350403","Nazareth","2023JJ00",2023-01-01,"Y","2023",159,"Maastricht                    ","Buurt   "
"8109","0.0.0 ","Totaal misdrijven","BU09350404","Limmel","2023JJ00",2023-01-01,"Y","2023",92,"Maastricht                    ","Buurt   "
"8110","0.0.0 ","Totaal misdrijven","BU09350405","Scharn","2023JJ00",2023-01-01,"Y","2023",244,"Maastricht                    ","Buurt   "
"8111","0.0.0 ","Totaal misdrijven","BU09350406","Amby","2023JJ00",2023-01-01,"Y","2023",152,"Maastricht                    ","Buurt   "
"8112","0.0.0 ","Totaal misdrijven","BU09350500","Beatrixhaven","2023JJ00",2023-01-01,"Y","2023",69,"Maastricht                    ","Buurt   "
"8113","0.0.0 ","Totaal misdrijven","BU09350501","Borgharen","2023JJ00",2023-01-01,"Y","2023",36,"Maastricht                    ","Buurt   "
"8114","0.0.0 ","Totaal misdrijven","BU09350502","Itteren","2023JJ00",2023-01-01,"Y","2023",20,"Maastricht                    ","Buurt   "
"8115","0.0.0 ","Totaal misdrijven","BU09350503","Meerssenhoven","2023JJ00",2023-01-01,"Y","2023",10,"Maastricht                    ","Buurt   "
"8116","0.0.0 ","Totaal misdrijven","BU09350600","Randwyck","2023JJ00",2023-01-01,"Y","2023",301,"Maastricht                    ","Buurt   "
"8117","0.0.0 ","Totaal misdrijven","BU09350601","Heugem","2023JJ00",2023-01-01,"Y","2023",179,"Maastricht                    ","Buurt   "
"8118","0.0.0 ","Totaal misdrijven","BU09350602","Heer","2023JJ00",2023-01-01,"Y","2023",274,"Maastricht                    ","Buurt   "
"8119","0.0.0 ","Totaal misdrijven","BU09350603","De Heeg","2023JJ00",2023-01-01,"Y","2023",147,"Maastricht                    ","Buurt   "
"8120","0.0.0 ","Totaal misdrijven","BU09350604","Vroendaal","2023JJ00",2023-01-01,"Y","2023",22,"Maastricht                    ","Buurt   "
"8121","0.0.0 ","Totaal misdrijven","BU04200101","Medemblik Oude Stad","2023JJ00",2023-01-01,"Y","2023",78,"Medemblik                     ","Buurt   "
"8122","0.0.0 ","Totaal misdrijven","BU04200102","Medemblik Plan West","2023JJ00",2023-01-01,"Y","2023",22,"Medemblik                     ","Buurt   "
"8123","0.0.0 ","Totaal misdrijven","BU04200103","Medemblik Parkwijk","2023JJ00",2023-01-01,"Y","2023",14,"Medemblik                     ","Buurt   "
"8124","0.0.0 ","Totaal misdrijven","BU04200104","Medemblik Koggenwijk","2023JJ00",2023-01-01,"Y","2023",49,"Medemblik                     ","Buurt   "
"8125","0.0.0 ","Totaal misdrijven","BU04200105","Medemblik Randwijk en Gildenwijk","2023JJ00",2023-01-01,"Y","2023",60,"Medemblik                     ","Buurt   "
"8126","0.0.0 ","Totaal misdrijven","BU04200106","Medemblik Schepenwijk","2023JJ00",2023-01-01,"Y","2023",17,"Medemblik                     ","Buurt   "
"8127","0.0.0 ","Totaal misdrijven","BU04200107","Medemblik Bedrijventerrein","2023JJ00",2023-01-01,"Y","2023",53,"Medemblik                     ","Buurt   "
"8128","0.0.0 ","Totaal misdrijven","BU04200108","Medemblik Vooroever","2023JJ00",2023-01-01,"Y","2023",4,"Medemblik                     ","Buurt   "
"8129","0.0.0 ","Totaal misdrijven","BU04200109","Medemblik Zuiderzee","2023JJ00",2023-01-01,"Y","2023",12,"Medemblik                     ","Buurt   "
"8130","0.0.0 ","Totaal misdrijven","BU04200110","Medemblik Buitengebied","2023JJ00",2023-01-01,"Y","2023",10,"Medemblik                     ","Buurt   "
"8131","0.0.0 ","Totaal misdrijven","BU04200201","Opperdoes Centrum","2023JJ00",2023-01-01,"Y","2023",29,"Medemblik                     ","Buurt   "
"8132","0.0.0 ","Totaal misdrijven","BU04200202","Opperdoes Buitengebied","2023JJ00",2023-01-01,"Y","2023",5,"Medemblik                     ","Buurt   "
"8133","0.0.0 ","Totaal misdrijven","BU04200301","Twisk Centrum","2023JJ00",2023-01-01,"Y","2023",13,"Medemblik                     ","Buurt   "
"8134","0.0.0 ","Totaal misdrijven","BU04200302","Twisk Buitengebied","2023JJ00",2023-01-01,"Y","2023",9,"Medemblik                     ","Buurt   "
"8135","0.0.0 ","Totaal misdrijven","BU04200401","Lambertschaag","2023JJ00",2023-01-01,"Y","2023",7,"Medemblik                     ","Buurt   "
"8136","0.0.0 ","Totaal misdrijven","BU04200501","Abbekerk Centrum","2023JJ00",2023-01-01,"Y","2023",35,"Medemblik                     ","Buurt   "
"8137","0.0.0 ","Totaal misdrijven","BU04200502","Abbekerk Buitengebied","2023JJ00",2023-01-01,"Y","2023",9,"Medemblik                     ","Buurt   "
"8138","0.0.0 ","Totaal misdrijven","BU04200601","Sijbekarspel Centrum","2023JJ00",2023-01-01,"Y","2023",8,"Medemblik                     ","Buurt   "
"8139","0.0.0 ","Totaal misdrijven","BU04200602","Sijbekarspel Buitengebied","2023JJ00",2023-01-01,"Y","2023",3,"Medemblik                     ","Buurt   "
"8140","0.0.0 ","Totaal misdrijven","BU04200701","Benningbroek Centrum","2023JJ00",2023-01-01,"Y","2023",11,"Medemblik                     ","Buurt   "
"8141","0.0.0 ","Totaal misdrijven","BU04200702","Benningbroek Buitengebied","2023JJ00",2023-01-01,"Y","2023",17,"Medemblik                     ","Buurt   "
"8142","0.0.0 ","Totaal misdrijven","BU04200801","Wognum Centrum","2023JJ00",2023-01-01,"Y","2023",41,"Medemblik                     ","Buurt   "
"8143","0.0.0 ","Totaal misdrijven","BU04200802","Wognum Westergouw","2023JJ00",2023-01-01,"Y","2023",43,"Medemblik                     ","Buurt   "
"8144","0.0.0 ","Totaal misdrijven","BU04200803","Wognum Kreeklanden","2023JJ00",2023-01-01,"Y","2023",6,"Medemblik                     ","Buurt   "
"8145","0.0.0 ","Totaal misdrijven","BU04200804","Wognum Bloesemgaerde","2023JJ00",2023-01-01,"Y","2023",6,"Medemblik                     ","Buurt   "
"8146","0.0.0 ","Totaal misdrijven","BU04200805","Wognum Leekerweide","2023JJ00",2023-01-01,"Y","2023",3,"Medemblik                     ","Buurt   "
"8147","0.0.0 ","Totaal misdrijven","BU04200806","Wognum Oosteinde","2023JJ00",2023-01-01,"Y","2023",15,"Medemblik                     ","Buurt   "
"8148","0.0.0 ","Totaal misdrijven","BU04200807","Wognum Bedrijventerrein","2023JJ00",2023-01-01,"Y","2023",13,"Medemblik                     ","Buurt   "
"8149","0.0.0 ","Totaal misdrijven","BU04200808","Wognum Wadway","2023JJ00",2023-01-01,"Y","2023",2,"Medemblik                     ","Buurt   "
"8150","0.0.0 ","Totaal misdrijven","BU04200809","Wognum Buitengebied","2023JJ00",2023-01-01,"Y","2023",20,"Medemblik                     ","Buurt   "
"8151","0.0.0 ","Totaal misdrijven","BU04200901","Zwaagdijk-West Centrum","2023JJ00",2023-01-01,"Y","2023",3,"Medemblik                     ","Buurt   "
"8152","0.0.0 ","Totaal misdrijven","BU04200902","Zwaagdijk-West Buitengebied","2023JJ00",2023-01-01,"Y","2023",2,"Medemblik                     ","Buurt   "
"8153","0.0.0 ","Totaal misdrijven","BU04201001","Nibbixwoud Centrum","2023JJ00",2023-01-01,"Y","2023",43,"Medemblik                     ","Buurt   "
"8154","0.0.0 ","Totaal misdrijven","BU04201002","Nibbixwoud Bedrijventerrein","2023JJ00",2023-01-01,"Y","2023",0,"                              ","        "
"8155","0.0.0 ","Totaal misdrijven","BU04201003","Nibbixwoud Buitengebied","2023JJ00",2023-01-01,"Y","2023",6,"Medemblik                     ","Buurt   "
"8156","0.0.0 ","Totaal misdrijven","BU04201101","Midwoud Centrum","2023JJ00",2023-01-01,"Y","2023",50,"Medemblik                     ","Buurt   "
"8157","0.0.0 ","Totaal misdrijven","BU04201102","Midwoud Buitengebied","2023JJ00",2023-01-01,"Y","2023",13,"Medemblik                     ","Buurt   "
"8158","0.0.0 ","Totaal misdrijven","BU04201201","Oostwoud Centrum","2023JJ00",2023-01-01,"Y","2023",8,"Medemblik                     ","Buurt   "
"8159","0.0.0 ","Totaal misdrijven","BU04201202","Oostwoud Buitengebied","2023JJ00",2023-01-01,"Y","2023",4,"Medemblik                     ","Buurt   "
"8160","0.0.0 ","Totaal misdrijven","BU04201301","Hauwert","2023JJ00",2023-01-01,"Y","2023",9,"Medemblik                     ","Buurt   "
"8161","0.0.0 ","Totaal misdrijven","BU04201401","Zwaagdijk-Oost Centrum","2023JJ00",2023-01-01,"Y","2023",17,"Medemblik                     ","Buurt   "
